Project Id;Promotor;Project Name;Description;Investment ID;Name;From;To;Elements Type;Technology Type;Voltage Level;Expected Commissioning Year;Status;Tso In Charge From;Tso In Charge To;country 1;country 2;country 3
293;Kykladika Meltemia SA;Southern Aegean Interconnector;"The project refers to the construction of a submarine DC transmission link to connect the licensed RES plants at the South Aegean Sea to mainland Greece and the islands of Crete, Kos and the Dodecanese. The main link will be an HVDC link connecting the island of Levitha to both the metropolitan area of Athens and the island of Crete; the 400kV substation at Lavrion area will
be the connection point in the Athens area and Korakia will be the connection point in Crete (located in the north coast).
Both links will consist of two parallel cables in order to increase the reliability of each link; two converter stations are
foreseen in Levitha and relevant converter stations in Lavrion and Korakia. Illustrative routing of the links is shown in the
attached Entso-e map. The capacity of each link will be 600 to 800MW both directions using HVDC (High Voltage Direct Current) technology. VSA conversion technology in conjunction with plastic (XLPE) cables will be used.
The licensed  RES projects consist of wind and solar power plants located on 23 small uninhabited islands. The link will be
used for transmitting electricity from the RES plants mentioned above to the mainland and the island of Crete. More
specifically, the power produced in each island will be transferred to the island of Levitha where the main conversion
station will be built acting as a hub.
These connections (with the other islands) will be AC submarine cables (150 kV or 220 kV). 

The connection to Crete gives further possibilities for power transmission to Cyprus and further to Israel through the
""EuroAsia Interconnector"" (already accepted as a PCI by the E.C.). It is also possible to further extend this link to the main
islands of the Dodecanese complex (namely Kos, Leros, Kalymnos, Nisyros, Tilos) in order to allow the supply of these
islands and at the same time the supply of a  complex of other smaller islands already connected to the main ones. This is
a short link (10km to 15km long) and more likely it will be an AC one.

All the installations on  the islands (converter  stations, substations etc) will be of closed type using GIS technology.
The project increases the transfer capacity between Mainland Greece and Crete-Kos Islands and further on to Cyprus
(through EuroAsia Interconnector). The project will provide the system with 1.9 TWh/year wind energy.
o	 List of studies carried out so far for the project;
	1. Wind measurements (completed)
	2. Wind potential evaluation on the islands (completed)
	3. Digital representation of each island terrain/relief  (completed)
	4. Orthophoto/Photomapping (completed)
	5. Topographic drawings (completed)
	6. Road Works preliminary design (completed)
	7. Ports preliminary design (completed)
	8. Desktop study of the cable route between Lavrio and Levitha  (completed)
	9. Desktop study of the cable route between Levitha and Crete (ongoing)
	10. Single Line electrical drawings (competed) 
	11. Preliminary layout of underground cables. (completed)
	12. Enviromental impact assessment (completed)";1432;Southern Aegean Interconnector;LEVITHA;KORAKIA CRETE;Subsea Cable;DC;320;2026;In Permitting;no;yes;Greece;Cyprus;
;;#REF!;#REF!;1433;Southern Aegean Interconnector;Levitha;Syrna;Subsea Cable;AC;220;2025;In Permitting;no;no;Greece;Cyprus;
;;#REF!;#REF!;1434;Southern Aegean Interconnector;KINAROS;LEVITHA;Subsea Cable;AC;220;2024;In Permitting;no;no;Greece;Cyprus;
;;#REF!;#REF!;1435;Southern Aegean Interconnector;Kandeliousa;Syrna;Subsea Cable;AC;220;2025;In Permitting;no;no;Greece;Cyprus;
;;#REF!;#REF!;1436;Southern Aegean Interconnector;Kandeliousa;Pergousa;Subsea Cable;AC;220;2025;In Permitting;no;no;Greece;Cyprus;
294;Element Power;Maali;An interconnector link between Shetland Scotland UK and Norway. Using subsea and onshore underground cables. Connecting Statnett and National Grid networks / systems. Utilising high voltage direct current subsea and onshore  cable.;1356;Maali;Kergord Shetland;tba e.g. Mongstad, Kollsnes, Fana;Subsea Cable;DC;320;2025;Under Consideration;NGT/Scottish Hydro;Statnett;United Kingdom;Norway;
297;ELIA;BRABO II + III;Realization of a new 380 kV corridor between Zandvliet and Mercator consisting of a double-circuit AC overhead line, including a new substation 380kV in Lillo.;445;BRABO II: Zandvliet - Lillo - Liefkenshoek;Zandvliet;Lillo - Liefkenshoek;Overhead Line;AC;380;31/12/2020;Under Construction;ELIA;ELIA;Belgium;;
;;#REF!;#REF!;604;BRABO III: Liefkenshoek - Mercator;Liefkenshoek (BE);Mercator (BE);Overhead Line;AC;380;01/01/2023;In Permitting;ELIA;ELIA;Belgium;;
;;#REF!;#REF!;605;BRABO II: Lillo 380;Lillo (BE);Lillo (BE);Substation;AC;380;31/03/2019;Under Construction;ELIA;ELIA;Belgium;;
299;"Terna; EDF";SACOI3;New HVDC line between Italy mainland, Corsica and Sardinia replacing existing link SACOI2;1458;SACOI3;Codrongianos - Lucciana;Suvereto ;Subsea Cable;DC;200;2023;In Permitting;TERNA - EDF;TERNA;Italy;France;
309;Meridiam, Greenage Power, Frontier Power.;NeuConnect;NeuConnect will be the first subsea HVDC electricity interconnector to connect the GB and German electricity markets.  It will be approximately 680km long with a capacity of 1.4GW.;1628;NeuConnect Interconnector;Grain 400kV s/s Kent, England;Fedderwarden 380kV s/s Germany;Subsea Cable;DC;500;2022;Planned But Not Yet Permitting;National Grid;Tennet Germany;United Kingdom;Germany;
312;APG;St. Peter - Tauern (AT internal);St. Peter - Tauern;1472;St. Peter - Tauern (AT internal);St. Peter;Tauern;Overhead Line;AC;380;2022;In Permitting;APG;APG;Austria;;
313;"TenneT-DE; APG";Isar/Altheim/Ottenhofen (DE) - St.Peter (AT);New 380kV Line between TenneT-DE and APG (Isar/Altheim/Ottenhofen - St. Peter). This project reinforces the interconnection capacity between Austria and Germany. It supports the interaction of RES in Northern Europe (mainly in Germany) and in the eastern part of Austria with the pump storages in the Austrian Alps and therewith facilitates their utilisation.;1473;Isar/Altheim/Ottenhofen - St. Peter;Isar/Altheim/Ottenhofen (DE);St. Peter (AT);Overhead Line;AC;380;2021;In Permitting;TenneT-DE;APG;Germany;Austria;
316;ELES;Upgrade of 220 kV line Bericevo-Divaca to 400 kV;Upgrade of existing 220 kV OHL Bericevo-Divaca to 400 kV voltage level (approximate length 80 km).;1617;Upgrade of 220 kV line Divaca-Bericevo to 400 kV;Divaca;Bericevo;Overhead Line;AC;400;2030;Under Consideration;ELES;ELES;Slovenia;;
317;ELES;Upgrade of 220 kV line Podlog-Bericevo to 400 kV;Upgrade of existing internal 220 kV OHL Podlog-Beričevo to 400 kV voltage level (approximate length 63 km).;1615;Upgrade of internal 220 kV line Podlog-Bericevo to 400 kV;Podlog;Bericevo;Overhead Line;AC;400;2035;Under Consideration;ELES;ELES;Slovenia;;
318;ELES;Upgrade of 220 kV line Podlog-Cirkovce to 400 kV;Upgrade of existing internal 220 kV OHL Podlog-Cirkovce to 400 kV voltage level (approximate length 50km).;1614;Upgrade of 220 kV line Podlog-Cirkovce to 400 kV;Podlog;Cirkovce;Overhead Line;AC;400;2035;Under Consideration;ELES;ELES;Slovenia;;
320;"ELES; MAVIR; HOPS";Slovenia-Hungary/Croatia interconnection;The project consists of a new 80 km double circuit AC 400 kV overhead line Cirkovce-Pince and a new 400 kV Cirkovce substation (Slovenia) by which a new connection to one circuit of the existing double circuit interconnection line between Hungary and Croatia will be established.;1558;Double 400 kV OHL Cirkovce(SI)-Heviz(HU)/Zerjavinec(HR);Cirkovce (SI);Heviz (HU) \ Zerjavinec (HR);Overhead Line;AC;400;2018;In Permitting;ELES;"MAVIR; HOPS";Slovenia;Hungary;Croatia
321;Amprion;Herbertingen - Tiengen;reinforcements of 380 kV lines between Herbertingen and Tiengen;1475;Herbertingen - Tiengen;Herbertingen;Tiengen;Overhead Line;AC;380;2025;Planned But Not Yet Permitting;Amprion;Amprion;Germany;;
322;Amprion, VUEN;Wullenstetten - Border Area (DE-AT);-;1476;Wullenstetten - Border Area (DE-AT);Wullenstetten (DE);Austrian National border (AT);Overhead Line;AC;380;2020;In Permitting;Amprion;Amprion / VUEN;Germany;Austria;
;;#REF!;#REF!;1477;Herbertingen - Neuravensburg;Herbertingen;Neuravensburg;Overhead Line;AC;380;2030;Planned But Not Yet Permitting;Amprion;Amprion;Germany;Austria;
323;Adria Link Srl, E3 d.o.o., HSE d.o.o..;Dekani (SI) - Zaule (IT) interconnection;The Zaule (IT) - Dekani (SI) interconnection is a third party cross-border electrical line promoted by Adria Link Srl, E3 d.o.o. and HSE d.o.o..  The project concerns an underground cable 110kV a.c. merchant line, 150 MW from Zaule (IT) substation to Dekani (SI) substation, including a 110/135 kV Phase Shifter Transformer.;1478;Dekani (SI) - Zaule (IT) interconnection;DEKANI;ZAULE;Underground Cable;AC;110;2020;In Permitting;ELES D.O.O.;TERNA SPA;Slovenia;Italy;
324;Adria Link Srl, E3 d.o.o., HSE d.o.o..;Redipuglia (IT) - Vrtojba (SI) interconnection;The Redipuglia (IT) - Vrtojba (SI) interconnection is a third party cross-border electrical line promoted by Adria Link Srl, E3 d.o.o. and HSE d.o.o..  The project concerns an underground cable 110kV a.c. merchant line, 150 MW from Redipuglia (IT) substation to Vrtojba (SI) substation, including a 110/135 kV Phase Shifter Trasformer.;1482;Redipuglia (IT) - Vrtojba (SI) Interconnection;REDIPUGLIA;VRTOJBA;Underground Cable;AC;110;2020;In Permitting;TERNA SPA;ELES D.O.O.;Italy;Slovenia;
325;"APG; TERNA; ELES";AT, SI, IT - South-East Alps Project;- Obersielach - Podlog (AT-SI);1483;Upgrade Obersielach (AT) - Podlog (SI);Obersielach (AT);Podlog (SI);Overhead Line;AC;380;2035-2040;Under Consideration;APG;ELES;Austria;Slovenia;
;;#REF!;- Lienz - Italy (AT - IT);1631;Lienz - Italy (AT - IT);Lienz;Veneto Region;Overhead Line;AC;380;2035-2040;Under Consideration;Terna;APG;ITALY;Austria;
;;#REF!;- Lienz - Obersielach;1636;Lienz - Obersielach;Lienz (AT);Obersielach (AT);Overhead Line;AC;380;2026/27;Planned But Not Yet Permitting;APG;APG;Austria;;
328;Amprion, Creos Luxembourg;Interconnector DE-LUX;The project comprises the construction of two new 380-kV-substations in Germany (Aach) and Luxemburg (Bofferdange). The new substations will be connected via a new AC-link to allow a higher cross border capacity between Germany and Luxembourg.;1620;Substation Aach;N/A;N/A;Substation;AC;400;2025;Planned But Not Yet Permitting;Amprion;N/A;Germany;;
;;#REF!;#REF!;1629;Substation Bofferdange;N/A;N/A;Substation;AC;400;2025;Planned But Not Yet Permitting;Creos Luxembourg;N/A;Luxembourg;;
;;#REF!;#REF!;1630;AC Overhead Line Aach-Bofferdange;Aach (DE);Bofferdange (LU);Overhead Line;AC;400;2026;Planned But Not Yet Permitting;Amprion;Creos Luxembourg;Germany;Luxembourg;
329;ELIA;Stevin-Izegem/Avelgem (Kustlus): new corridor;"The development of ~6 GW transport capacity through the elaboration of a new corridor in the western part of Belgium, between the Stevin axis and the Izegem/Avelgem substation. Should the corridor end in Izegem, it is to be complemented with an HTLS upgrade of the existing Izegem-Avelgem connection. Along this corridor a substation functioning as 'gateway' for the evacution of offshore potential (see for example project 120) is envisioned. This corridor is envisioned to be implemented in AC technology as per the example of the Stevin project. 

Timing, routing, scope, etc. subject to feasibility studies and subsequent spatial planning procedures.";1518;Stevin-Izegem/Avelgem: new corridor;Stevin;Avelgem;Overhead Line;AC;380;2028;Under Consideration;ELIA;ELIA;Belgium;;
330;CEPS,SEPS;4th 400kV CZ-SK interconnector;This new 400 kV cross-border overhead line between the substations Otrokovice (CZ) - Ladce (SK) will strenghten the transmission capacity between Slovak and Czech transmission systems, aiming to maintain secure operation of both transmission systems.;1498;New CZ-SK 400 kV interconnector;Otrokovice (CZ);Ladce (SK);Overhead Line;AC;400;2035;Under Consideration;CEPS;SEPS;Czech Republic;slovakia;
;;#REF!;#REF!;1499;New 400 kV substation Ladce;Ladce (SK);Ladce (SK);Substation;AC;400;2027;Planned But Not Yet Permitting;SEPS;SEPS;Slovakia;;
333;Swissgrid;PST Foretaille;Installation of two PSTs in Foretaille that control the flow on the Foretaille - Verbois 220 kV double line;1496;PST Foretaille;Foretaille;Foretaille;Phase Shift Transformer;AC;220;2031;Under Consideration;Swissgrid;Swissgrid;France;Switzerland;
335;TenneT-NL, Energinet, TenneT-DE;North Sea Wind Power Hub;"This project is a building block in this modular hub-and-spoke concept connecting up to 12 GW future offshore wind Projects to the systems of Denmark, the Netherlands and Germany after 2035. On the offshore hub, interconnection capacity between these countries is created by connecting the transport capacity between the hub and countries in a ""copper plate"" type installation.

TenneT Netherlands, TenneT Germany, Energinet and Gasunie joined forces to develop a large scale European electricity system for offshore wind in the North Sea. The North Sea Wind Power Hub (NSWPH) consortium partners consider the project to be an important possible alternative path of internationally coordinated roll-out towards accomplishing the green energy transition and achieving the Paris Agreement. By developing the North Sea Wind Power Hub project, the NSWPH consortium endeavours to make the energy transition both feasible and affordable.

Central to the vision is the construction of one or more hubs at a suitable location in the North Sea with interconnectors to bordering North Sea countries. The whole system may function as a hub for transport of wind energy, an interconnection hub to the connected countries, a working hub for offshore wind developers and a location for possible Power to Gas solutions. As such the NSWPH infrastructure offers benefits by optimizing integration costs of offshore wind, increasing socio-economic welfare by further integrating energy markets, supporting security of supply at wider regional level, and providing potential for innovative power-to-gas concepts to optimize system energy costs.";1504;Power Link Island;0;0;Substation;AC;0;2035-2040;Under Consideration;TenneT-NL, Energinet, TenneT-DE;TenneT-NL, Energinet, TenneT-DE;Netherlands;denmark;Germany
;;#REF!;#REF!;1505;Interconnection DKw to Power Link Island;Endrup, DKw;Power Link Island DKw;Subsea Cable;DC;0;2035-2040;Under Consideration;Energinet;Energinet;Netherlands;denmark;Germany
;;#REF!;#REF!;1506;Interconnection NL Maasvlakte to Power Link Island;Maasvlakte 380 kV;Power Link Island NL1;Subsea Cable;DC;0;2035-2040;Under Consideration;TenneT TSO NL;TenneT TSO NL;Netherlands;denmark;Germany
;;#REF!;#REF!;1507;Interconnection NL Eemshaven to Power Link Island;Eemshaven 380 kV;Power Link Island NL2;Subsea Cable;DC;0;2035-2040;Under Consideration;TenneT TSO NL;TenneT TSO NL;Netherlands;denmark;Germany
;;#REF!;#REF!;1508;Interconnection DE (area of Brunsbüttel) to Power Link Island;German substation located in the area of Brunsbüttel (north of the Elbe);Power Link Island DE1;Subsea Cable;DC;0;2035-2040;Under Consideration;TenneT-DE;TenneT-DE;Netherlands;denmark;Germany
;;#REF!;#REF!;1509;Interconnection DE (area of Oldenburg) to Power Link Island;German substation located in the area of Oldenburg;Power Link Island DE2;Subsea Cable;DC;0;2035-2040;Under Consideration;TenneT-DE;TenneT-DE;Netherlands;denmark;Germany
;;#REF!;#REF!;1511;Interconnection DE (area of Krümmel) to Power Link Island;German substation located in the area of Krümmel;Power Link Island DE3;Subsea Cable;DC;0;2035-2040;Under Consideration;TenneT-DE;TenneT-DE;Netherlands;denmark;Germany
336;"Terna; Tinetz";Prati (IT) – Steinach (AT);"New Italy-Austria tie-line between the existing 110kV Steinach substation in Austria and 132 kV Brennero substation, including PST; and connection to 132 kV Prati di Vizze substation.";1556;Prati (IT) – Steinach (AT);Prati di Vizze (IT);Steinach (AT);Overhead Line;AC;132;2019;Under Construction;TERNA;TINETZ;ITALY;Austria;
337;"Amprion; TenneT-DE";Conneforde-Merzen;The project consists of a new 380-kV overhead line between Merzen and Cloppenburg. North Germany is characterised by a high amount of RES, the feed-in exceeds the local load and therefore there is a high demand for transfer to the load centres in western and southern parts of Germany. With the further installation of additional offshore wind energy, the relevance of this projects increases.;1510;Cloppenburg East - Merzen;Cloppenburg East (DE);Merzen (DE);Overhead Line;AC;380;2023;Planned But Not Yet Permitting;TenneT-DE;Amprion;Germany;;
;;#REF!;#REF!;1512;Conneforde - Cloppenburg;Conneforde (DE);Cloppenburg (DE);Overhead Line;AC;380;2023;Planned But Not Yet Permitting;TenneT-DE;TenneT-DE;Germany;;
338;TERNA;Adriatic HVDC link;new HVDC line between Villanova and Fano existing 400 kV substations;1521;New HVDC line between Villanova and Fano existing 400 kV substations;Villanova;Fano;Subsea Cable;DC;500;2027;Under Consideration;Terna;Terna;Italy;;
339;;Italian HVDC tri-terminal link;Italian HVDC tri-terminal link;1557;Italian HVDC tri-terminal link;SARDINIA REGION;SICILY REGION - CENTRAL SOUTH OF ITALY;Subsea Cable;DC;0;2027;Under Consideration;TERNA;TERNA;Italy;;
340;ELIA;Avelgem-Center: new corridor;"The development of ~6 GW transport capacity through the elaboration of a new corridor between the Avelgem substation and the center of the Belgium (substation to be determined along the axis Bruegel-Courcelles). This corridor is envisioned to be implemented in AC technology as per the example of the Stevin project. 

Timing, routing, scope, etc. subject to feasibility studies and subsequent spatial planning procedures.";1519;Avelgem-Center: new corridor;Avelgem;Center (TBD);Overhead Line;AC;380;2028;Under Consideration;ELIA;ELIA;Belgium;;
341;EMS, Transelectrica;North CSE Corridor;This project will consists of three investments. The investments of this project are SS 400/110 Belgrade West, OHL 400 kV SS Belgrade West - WPP Cibuk and doubling existing OHL 400 kV Portile de Fier (RO) - Resica (RS). All investment from this project has significance cross-border impact on border between Romania and Serbia.;1536;Portile de Fier (RO) - Djerdap (RS) 2nd;Portile de Fier;Djerdap;Overhead Line;AC;400;2030;Under Consideration;Transelectrica;EMS;Serbia;;
;;#REF!;#REF!;1537;New SS 400/110 kV Belgrade West;Belgrade West;Belgrade West;Substation;AC;400;2030;Under Consideration;EMS;EMS;Serbia;;
;;#REF!;#REF!;1538;New OHL 400 kV WPP Cibuk - SS Belgrade West;WPP Cibuk;Belgrade West;Overhead Line;AC;400;2030;Under Consideration;EMS;EMS;Romania;serbia;
342;EMS, ESO;Central Balkan Corridor;This corridor will enable transmission energy from east to west on the border between Bulgaria and Serbia. It consists of several investments from SS Sofia West on the east to SS Bajina Basta. On that way this corridor will be directly connected with project Transbalkan corridor.;1520;Sofia West (BG) - Nis 2 (RS) 2nd;SS Sofia West;SS Nis 2;Overhead Line;AC;400;2034;Under Consideration;ESO;EMS;Bulgaria;serbia;
;;#REF!;#REF!;1522;Upgrade  of exsisting OHL 220 kV to 400 kV   SS Nis 2 - SS Kruševac 1;SS Nis 2;SS Krusevac 1;Overhead Line;AC;400;2034;Under Consideration;EMS;EMS;Bulgaria;;
;;#REF!;#REF!;1523;Upgrading SS 220/110 kV Krusevac 1 to 400 kV;SS Krusevac 1;SS Krusevac 1;Substation;AC;400;2034;Under Consideration;EMS;EMS;Serbia;;
;;#REF!;#REF!;1524;Upgrading of exsisting OHL 220 kV to 400 kV  SS Krusevac 1 - SS Kraljevo 3;SS Krusevac 1;SS Kraljevo 3;Overhead Line;AC;400;2034;Under Consideration;EMS;EMS;Serbia;;
;;#REF!;#REF!;1525;Uprading exsisting OHL 220 kV to 400 kV  SS Kraljevo 3 - Vardiste;EMS;EMS;Overhead Line;AC;400;2033;Under Consideration;EMS;EMS;Serbia;;
343;HOPS, NOS BIH;CSE1 New;The project will contribute in strengthen Croatian transmission grid along its main north-south axis (in parallel with eastern Adriatic coast) allowing for additional long-distance power transfers (including cross border) from existing and new planned power plants (RES/wind/ and conventional/hydro and thermal/) in Croatia (coastal parts) and BiH to major consumption areas in Italy (through Slovenia) and north Croatia. The increased transfer capacity will support market integration (particularly between Croatia and Bosnia-Herzegovina) by improving security of supply (also for emergency situations), achieving higher diversity of supply&generation sources and routes, increasing resilience and flexibility of the transmission network;1532;New OHL 400 kV Banja Luka - Lika;Banja Luka (BA);Lika (HR);Overhead Line;AC;400;2030;Planned But Not Yet Permitting;NOS BIH;HOPS;Croatia;Bosnia & Herzegovina;
;;#REF!;#REF!;1533;New OHL 400 kV Lika  – Melina;Lika (HR);Melina (HR);Overhead Line;AC;400;2030;Planned But Not Yet Permitting;HOPS;HOPS;Croatia;Bosnia & Herzegovina;
;;#REF!;#REF!;1534;New OHL 400 kV Lika  – Konjsko;Lika (HR);Konjsko (HR);Overhead Line;AC;400;2030;Planned But Not Yet Permitting;HOPS;HOPS;Croatia;Bosnia & Herzegovina;
;;#REF!;#REF!;1535;New Substation 400/110 kV Lika;Lika (HR);Lika (HR);Substation;AC;400;2029;Planned But Not Yet Permitting;HOPS;HOPS;Croatia;;
344;TENNET-NL;Reinforcements Ring NL phase II;Upgrade of existing 380kV circuits from 2,5 kA to 4 kA;1541;Zwolle-Hengelo-Doetinchem-Dodewaard;Zwolle;Dodewaard;Overhead Line;AC;380;2035;Under Consideration;TENNET-NL;TENNET-NL;Netherlands;;
345;TENNET-NL;Northern East-West connection NL;New double circuit 380 kV connection between the North East and Western part of the Netherlands.;1542;Northern East-West connection NL;tbd;tbd;Overhead Line;AC;0;2040;Under Consideration;TENNET-NL;TENNET-NL;Netherlands;;
346;TENNET-NL;ZuidWest380 NL;New 380 kV connection between Borssele and Tilburg, including new 380 kV substations Rilland and Tilburg.;1543;ZuidWest380 West;Borssele;Rilland;Overhead Line;AC;380;2021;Under Construction;TENNET-NL;TENNET-NL;Netherlands;;
;;#REF!;#REF!;1544;ZuidWest3808 Oost;Rilland;Tilburg;Overhead Line;AC;380;2025;In Permitting;TENNET-NL;TENNET-NL;Netherlands;;
347;TENNET-NL;Maasvlakte – Noord Brabant connection NL;New double circuit 380 kV connection between the Maasvlakte and Noord-Brabant area within the Netherlands;1545;Maasvlakte – Noord Brabant connection;Krimpen;Geertruidenberg;Overhead Line;AC;0;2040;Under Consideration;TENNET-NL;TENNET-NL;Netherlands;;
348;TENNET-NL;NoordWest380 NL;Upgrade of existing 220kV circuits between Eemshaven and Vierverlaten to 2* 380kV – 2645MVA circuits;1546;NoordWest380;Eemshaven Oude Schip;Vierverlaten;Overhead Line;AC;380;2021;Under Construction;TENNET-NL;TENNET-NL;Netherlands;;
350;MEPSO;South Balkan Corridor;"Тhis project consists of three investments: one 400 kV OHL Bitola(MK)- Elbasan(AL), and two 400 kV SS Ohrid and Kumanovo, in Macedonia. 
The interconnection contributes to increasing the transmission capacity in the East-West direction.
Мentioned two SS-s  will increase the security of supply in the SouthWest part of the FYR of Macedonia.
Construction of 400 kV OHTL interconnection from SS Bitola 2 to Macedonian/Albanian border and SS 400/110 kV Ohrid
400 kV interconnection transmission line Bitola (Macedonia) - Elbasan (Albania) is the last part of the implementation of the Corridor 8 in the context of creating a corridor East-West power transmission corridor between Bulgaria, Macedonia, Albania and Italy.";1622;400kV OHL SS Bitola - SS Elbasan;Bitola;Elbasan;Overhead Line;AC;400;2020;In Permitting;MEPSO;OST;FYR of Macedonia;Albania;
;;#REF!;#REF!;1623;400 kV SS Ohrid;;;Substation;AC;400;2020;In Permitting;MEPSO;;FYR of Macedonia;;
;;#REF!;#REF!;1624;400 kV SS Kumanovo;;;Substation;AC;400;2030;Under Consideration;;;FYR of Macedonia;;
351;"NGET; SHETL";Eastern HVDC Link;A new ~2GW submarine HVDC cable route from Peterhead to Hawthorn Pit with associated AC network reinforcement works at both ends;1547;Eastern HVDC Link;Peterhead (GB);Hawthorn Pit (GB);Subsea Cable;DC;500;2024;Under Consideration;SHETL;NGET;United Kingdom;;
375;"TERNA; APG";Lienz (AT) - Veneto region (IT) 220 kV;Reconstruction of the existing 220kV-interconnection line between Lienz and Veneto Region (IT);1555;Lienz (AT) - Veneto region (IT);Lienz (AT);Veneto region (IT);Overhead Line;AC;220;2024;In Permitting;APG;TERNA;Italy;Austria;
376;MEPSO(MK), IPTO(GR);Refurbishment of the 400kV Meliti(GR)-Bitola(MK) interconnector;The project aims at the reconductoring of the already existing 400kV interconnector between Meliti(GR) and Bitola(MK), in order to increase transfer capacity of the interconnector.;1559;New investment;Bitola (MK);Meliti (GR);Overhead Line;AC;400;2030;Under Consideration;MEPSO;IPTO;Greece;macedonia;
377;Elia, TENNET-NL;Upgrade BE-NL interconnector VanEyck-Maasbracht;"This study envisions an upgrade of the existing interconnector VanEyck-Maasbracht between Belgium and the Netherlands making use of PSTs and/or HTLS technology.

The study will determine the appropriate implementation option and timing, taking into account
- The already planned upgrade of  the Zandvliet-Rilland interconnector on the BE-NL border (see project 262)
- The synchronisation with project study to upgrade interconnection DE-NL, also currently under consideration (see project 256)";1561;BE-NL interconnector: upgrade VanEyck-Maasbracht;VanEyck;Maasbracht;Overhead Line;AC;380;2030;Under Consideration;Elia;TENNET-NL;Belgium;netherlands;
378;REE;Transformer Gatica;New tranformer 400/220 kV in existing Gatica subestation, with potential impact in cross border values;1584;Transformer Gatica;Gatica 400;Gatica 220;Substation;AC;220;2025;Planned But Not Yet Permitting;REE;REE;Spain;;
379;REE;Uprate Gatica lines;Uprate of the following 400kV lines that reach Gatica subestation : Gatica-Gueñes, Gatica-Amorebieta-Ichaso and Gatica-Azpeitia, with potential impact in cross border values;1593;Uprate Gatica-Guenes;Gatica;Guenes;Overhead Line;AC;400;2025;Under Consideration;REE;REE;Spain;;
;;#REF!;;1595;Uprate Gatica-Amorebieta-Ichaso;Gatica;Ichaso;Overhead Line;AC;400;REE;Under Consideration;REE;REE;Spain;;
;;#REF!;;1597;Uprate Gatica-Azpeitia;Gatica;Azpeitia;Overhead Line;AC;400;2025;Under Consideration;REE;REE;Spain;;
